Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
199,19,Non-binary,Under_30k,Student,5,Yoga,2,No,4,Tightness,1,7,Sensitive,5,3,5,4,5,5,215.56,1,15-25,5,5,4,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,No,No,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks,40,6,256.62
200,32,Male,50k-100k,Corporate,2,Yoga,2,Yes,2,Blisters,No,8,Normal,5,3,3,3,4,5,377.99,1,25-35,5,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,46,3,280.68
201,18,Male,30k-50k,Student,4,Yoga,2,Yes,2,Tightness,1,10,Sensitive,4,3,5,4,5,5,166.77,1,15-25,5,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,23,5,167.07
202,22,Non-binary,Under_30k,Student,5,Pilates,2,No,3,Tightness,1,9,Sensitive,4,3,4,4,5,4,252.89,1,25-35,5,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,41,6,304.69
203,26,Male,Under_30k,Student,5,Weights,3,Yes,5,Blisters,0,2,0,4,5,2,1,4,1,140.79,0,15-25,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,33,3,118.86
204,31,Female,100k+,Corporate,4,Yoga,2,No,1,Blisters,Yes,8,Normal,5,4,3,3,3,4,358.32,1,35+,4,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,28,3,299.56
205,29,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,6,0,3,3,4,4,2,3,158.52,1,25-35,3,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,46,3,171.69
206,21,Female,Under_30k,Blue_Collar,5,Weights,3,No,4,Blisters,0,3,0,4,5,2,1,4,2,192.35,0,15-25,3,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,Yes,Yes,Yes,No,Gym_Bag; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,47,3,157.45
207,18,Male,50k-100k,Corporate,3,Cardio,2,No,4,Odor,0,4,0,4,3,5,5,3,2,86.71,1,25-35,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear,47,3,134.61
208,20,Male,Under_30k,Student,2,Yoga,2,Yes,1,Tightness,1,8,Normal,4,3,5,4,4,5,253.3,1,15-25,3,5,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,Yes,Yes,No,Yes,Yes,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,55,4,198.48
209,20,Male,Under_30k,Student,4,Yoga,2,Yes,4,Tightness,1,7,Sensitive,4,3,5,2,4,5,221.16,1,15-25,5,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,No,No,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Disposable_Underwear; Blister_Plasters,33,5,217.32
210,33,Male,50k-100k,Corporate,4,Cardio,2,Yes,4,Odor,0,5,0,3,3,5,5,3,3,202.49,1,25-35,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Muscle_Recovery_Balm,39,5,267.11
211,21,Male,30k-50k,Student,5,Pilates,2,No,2,Tightness,1,8,Sensitive,4,4,5,4,5,5,240.04,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,No,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,26,5,210.71
212,30,Female,100k+,Corporate,3,Yoga,2,Yes,1,Blisters,No,10,Normal,5,3,3,3,3,4,369.1,1,25-35,4,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,No,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Foot_Powder_Insert,40,3,273.67
213,32,Female,100k+,Entrepreneur,2,Yoga,2,Yes,1,Blisters,No,7,Normal,5,3,3,3,3,4,339.33,1,35+,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,51,4,330.58
214,21,Non-binary,Under_30k,Student,6,Pilates,2,No,2,Tightness,1,9,Normal,4,2,4,3,4,4,305.61,1,15-25,5,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,27,9,351.61
215,28,Male,100k+,Corporate,2,Cardio,2,Yes,4,Odor,0,5,0,4,3,5,4,4,3,196.97,1,25-35,1,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,Yes,No,Yes,No,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Blister_Plasters,56,2,174.68
216,30,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,7,0,4,5,4,5,1,3,158.01,1,25-35,4,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,38,5,218.05
217,32,Female,100k+,Entrepreneur,1,Yoga,2,No,1,Odor,Yes,7,Normal,5,3,3,4,4,5,299.92,1,25-35,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,48,1,181.05
218,19,Female,30k-50k,Student,5,Pilates,2,No,2,Tightness,1,9,Normal,5,4,4,3,5,4,311.21,1,15-25,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,37,4,213.2
219,19,Non-binary,30k-50k,Student,3,Pilates,2,Yes,3,Tightness,1,9,Normal,4,3,3,3,5,4,224.73,1,15-25,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,No,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert,41,3,157.88
220,34,Male,100k+,Corporate,1,Cardio,2,Yes,5,Odor,0,8,0,3,4,4,4,2,3,219.24,1,15-25,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,No,Yes,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,59,3,169.85
221,30,Female,100k+,Entrepreneur,3,Yoga,2,No,1,Odor,Yes,7,Normal,5,3,4,4,3,3,358.52,1,25-35,4,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,44,2,248.71
222,22,Male,Under_30k,Student,3,Pilates,2,No,2,Tightness,1,6,Sensitive,4,4,4,4,4,5,218.7,1,15-25,4,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,57,3,183.67
223,17,Female,Under_30k,Student,4,Pilates,2,Yes,4,Tightness,1,9,Sensitive,4,4,5,3,4,3,227.98,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,Yes,No,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,37,3,169.33
224,38,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,6,0,3,3,5,5,3,1,208.93,1,25-35,1,4,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,51,2,144.17
225,19,Female,Under_30k,Student,4,Pilates,2,No,3,Tightness,1,8,Sensitive,5,4,4,4,5,4,236.27,1,15-25,1,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,36,4,204.09
226,32,Male,100k+,Corporate,2,Cardio,2,No,5,Odor,0,5,0,4,4,5,4,2,3,252.45,1,25-35,2,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,51,1,153.63
227,36,Female,100k+,Corporate,3,Yoga,2,Yes,1,Blisters,No,8,Sensitive,5,3,4,3,4,4,323.23,1,25-35,3,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,50,3,257.97
228,23,Male,30k-50k,Student,5,Pilates,2,No,2,Tightness,1,10,Normal,4,3,5,3,5,4,258.03,1,25-35,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,29,7,341.42
229,28,Male,30k-50k,Blue_Collar,5,Weights,3,No,3,Blisters,0,2,0,4,4,2,1,4,1,95.82,0,Under_15,2,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,42,2,78.65
230,21,Male,30k-50k,Student,4,Yoga,2,No,3,Tightness,1,8,Normal,5,4,4,4,5,5,332.15,1,15-25,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,46,3,235.89
231,27,Male,100k+,Corporate,3,Cardio,2,No,5,Odor,0,7,0,3,4,4,5,3,3,264.75,1,25-35,3,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,44,2,205.03
232,33,Female,100k+,Entrepreneur,5,Yoga,2,No,2,Blisters,Yes,8,Sensitive,4,3,5,3,4,4,346.28,1,35+,2,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,35,2,246.25
233,25,Male,30k-50k,Student,4,Weights,3,No,3,Blisters,0,4,0,3,5,3,2,4,2,137.96,0,Under_15,2,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,Yes,Yes,No,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert,55,2,103.91
234,21,Male,Under_30k,Student,6,Yoga,2,Yes,3,Tightness,1,6,Sensitive,4,3,4,4,5,4,230.03,1,15-25,5,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,30,6,227.47
235,25,Male,Under_30k,Corporate,4,Weights,3,No,3,Blisters,0,4,0,3,5,2,1,4,2,126.76,0,Under_15,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,Yes,No,Yes,Yes,No,Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,52,2,84.65
236,31,Female,100k+,Entrepreneur,5,Yoga,2,Yes,2,Odor,Yes,6,Normal,5,2,3,3,4,5,442.7,1,35+,5,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,42,6,489.26
237,19,Male,30k-50k,Blue_Collar,6,Weights,3,No,4,Blisters,0,6,0,3,5,2,2,3,2,122.94,0,Under_15,2,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,48,3,96.82
238,32,Female,100k+,Corporate,5,Yoga,2,Yes,1,Odor,Yes,8,Normal,4,2,3,3,3,4,312.88,1,25-35,2,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,36,4,258.95
239,27,Female,50k-100k,Corporate,3,Cardio,2,Yes,5,Odor,0,4,0,3,4,5,5,2,3,199.68,1,25-35,3,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,40,4,242.2
240,18,Non-binary,30k-50k,Student,6,Yoga,2,Yes,2,Tightness,1,8,Sensitive,5,3,4,4,4,4,267.54,1,15-25,3,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,No,Yes,No,Yes,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,35,6,268.77
241,29,Male,100k+,Corporate,4,Yoga,2,No,2,Blisters,Yes,8,Sensitive,4,3,4,3,4,3,322.48,1,25-35,3,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,40,4,298.35
242,18,Female,Under_30k,Student,5,Yoga,2,Yes,4,Tightness,1,8,Normal,5,3,4,4,4,4,292.45,1,15-25,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,22,3,209.18
243,25,Male,Under_30k,Student,7,Weights,3,Yes,5,Blisters,0,6,0,4,5,2,2,3,2,127.48,0,Under_15,3,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,No,No,Yes,Yes,Yes,Gym_Bag; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,43,5,118.93
244,34,Female,100k+,Entrepreneur,3,Yoga,2,Yes,4,Blisters,No,7,Normal,5,3,4,3,4,4,387.1,1,35+,4,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,43,3,310.05
245,20,Male,30k-50k,Student,5,Weights,3,Yes,5,Blisters,0,2,0,4,4,2,3,4,2,88.46,0,Under_15,3,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,No,No,No,Yes,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Muscle_Recovery_Balm,47,1,43.73
246,34,Female,100k+,Entrepreneur,3,Yoga,2,Yes,1,Blisters,No,8,Normal,5,2,3,3,3,5,338.83,1,25-35,4,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,33,3,282.36
247,31,Male,50k-100k,Corporate,5,Cardio,2,No,4,Odor,0,6,0,4,4,3,3,2,3,197.48,1,15-25,3,2,3,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,47,5,193.21
248,35,Male,100k+,Entrepreneur,3,Yoga,2,Yes,3,Blisters,Yes,6,Sensitive,4,2,4,3,3,5,379.34,1,25-35,5,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,36,6,362.46
249,27,Male,100k+,Entrepreneur,2,Pilates,2,Yes,1,Odor,No,7,Sensitive,5,2,4,3,4,5,362.17,1,35+,3,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,48,2,254.43
250,27,Female,100k+,Corporate,2,Cardio,2,No,5,Odor,0,5,0,4,3,4,4,2,3,264.35,1,15-25,3,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear,37,1,180.11
251,34,Male,100k+,Corporate,3,Cardio,2,No,5,Odor,0,7,0,3,4,4,5,2,4,216.01,1,25-35,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,43,5,271.18
252,17,Female,30k-50k,Student,3,Pilates,2,Yes,5,Tightness,1,10,Normal,4,4,4,2,4,5,248.74,1,15-25,4,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,No,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Foot_Powder_Insert; Muscle_Recovery_Balm,41,4,198.85
253,25,Male,50k-100k,Corporate,3,Cardio,2,Yes,4,Odor,0,6,0,3,4,5,4,3,2,202.89,1,25-35,1,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear,47,2,160.76
254,20,Male,30k-50k,Blue_Collar,4,Weights,3,No,2,Blisters,0,2,0,3,5,3,2,3,1,98.73,0,Under_15,3,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,Yes,No,Yes,Foot_Powder_Insert; Muscle_Recovery_Balm,48,1,67.02
255,19,Male,Under_30k,Student,5,Yoga,2,Yes,4,Tightness,1,8,Normal,5,4,4,4,5,4,227.04,1,25-35,3,5,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,37,4,246.7
256,23,Female,50k-100k,Corporate,3,Cardio,2,Yes,4,Odor,0,7,0,3,3,4,5,3,2,200.05,1,25-35,3,3,3,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,52,5,225.87
257,34,Female,100k+,Entrepreneur,5,Pilates,2,Yes,2,Blisters,No,8,Normal,4,2,3,4,5,4,334.24,1,25-35,4,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,31,5,330.68
258,38,Female,50k-100k,Corporate,2,Yoga,2,Yes,1,Blisters,Yes,8,Normal,4,3,3,3,4,5,402.35,1,35+,5,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,37,3,317.9
259,31,Female,50k-100k,Corporate,1,Cardio,2,Yes,4,Odor,0,5,0,4,4,5,4,2,3,226.48,1,25-35,4,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,50,2,162.95
260,32,Female,50k-100k,Corporate,1,Cardio,2,Yes,4,Odor,0,7,0,4,3,4,4,3,3,233.98,1,15-25,3,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,No,Yes,No,No,No,No,Disposable_Socks; Deodorant_Sticks,57,3,171.14
261,13,Male,Under_30k,Student,5,Pilates,2,No,3,Tightness,1,7,Sensitive,5,2,5,3,5,5,262.39,1,15-25,4,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,No,Yes,No,No,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Muscle_Recovery_Balm,45,5,243.07
262,34,Female,50k-100k,Entrepreneur,2,Pilates,2,Yes,1,Odor,No,7,Sensitive,5,2,4,3,3,4,280.86,1,25-35,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,No,Yes,No,No,Yes,No,Disposable_Socks; Deodorant_Sticks; Blister_Plasters,53,4,286.81
263,36,Male,100k+,Entrepreneur,3,Pilates,2,No,2,Odor,No,7,Normal,5,3,4,3,3,5,457.26,1,25-35,2,4,4,4,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,33,3,320.85
264,33,Male,50k-100k,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,3,5,5,4,2,2,148.84,1,15-25,3,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,48,4,162.77
